config,mode,id,split,category,evidence_count,latency_ms,hit_at_1,rr_at_10,first_full_rank,recall_at_1,coverage_at_1,recall_at_2,coverage_at_2,recall_at_3,coverage_at_3,recall_at_4,coverage_at_4,recall_at_5,coverage_at_5,recall_at_6,coverage_at_6,recall_at_8,coverage_at_8,recall_at_10,coverage_at_10,ndcg_at_4,ndcg_at_10,precision_at_4,evidence_density_at_4,doc_hit_at_1,doc_recall_at_4,doc_precision_at_4,wrong_section_at_4,context_tokens_at_4,required_context_recall_at_4,recall_budget_256,coverage_budget_256,chunks_budget_256,recall_budget_512,coverage_budget_512,chunks_budget_512,recall_budget_768,coverage_budget_768,chunks_budget_768,recall_budget_1024,coverage_budget_1024,chunks_budget_1024,recall_budget_1536,coverage_budget_1536,chunks_budget_1536,recall_budget_2048,coverage_budget_2048,chunks_budget_2048,recall_budget_3072,coverage_budget_3072,chunks_budget_3072
A,semantic,q005,dev,mixed_language,1,13.279899954795837,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.11121036176864672,1,1,1.0,3,1089,,0.0,0.0,0,1.0,1.0,2,1.0,1.0,3,1.0,1.0,3,1.0,1.0,5,1.0,1.0,7,1.0,1.0,9
A,semantic,q006,dev,qualifier,1,14.95980005711317,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.11256117455138662,1,1,0.5,1,1191,1.0,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,5,1.0,1.0,6,1.0,1.0,9
A,semantic,q007,dev,mixed_language,1,14.238799922168255,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.04850615114235501,1,1,0.25,0,1373,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q008,dev,qualifier,1,14.003199990838766,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.09327701513551566,1,1,0.75,2,1425,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q009,dev,exact_topic,1,13.683400000445545,0,0.3333333333333333,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.05839917554105119,1,1,1.0,3,1377,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q010,dev,mixed_language,1,13.261300045996904,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.05646817248459959,1,1,0.75,2,1402,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q011,dev,exact_topic,1,13.899700017645955,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.07385778083132943,1,1,1.0,3,1454,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q012,dev,paraphrase,1,13.803399982862175,0,0.3333333333333333,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3808243781836262,0.5269687741092012,0.25,0.042560435818862784,1,1,0.75,2,1416,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q013,dev,no_accent,1,13.08840001001954,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1454,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,4,0.0,0.0,5,0.0,0.0,8
A,semantic,q014,dev,exact_topic,1,13.61310004722327,0,0.0,,0.0,0.5944444444444444,0.0,0.5944444444444444,0.0,0.5944444444444444,0.0,0.5944444444444444,0.0,0.5944444444444444,0.0,0.5944444444444444,1.0,1.0,1.0,1.0,0.5417461381210612,0.7611448856467246,0.25,0.03570236903570237,1,1,1.0,3,1367,,0.0,0.0,0,0.0,0.5944444444444444,1,0.0,0.5944444444444444,2,0.0,0.5944444444444444,3,0.0,0.5944444444444444,4,0.0,0.5944444444444444,6,1.0,1.0,9
A,semantic,q015,dev,paraphrase,1,14.824000070802867,0,0.3333333333333333,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5464042753643734,0.5464042753643734,0.5,0.052576235541535225,1,1,1.0,2,1281,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
A,semantic,q016,dev,confusable,1,15.314899967052042,0,0.1111111111111111,9,0.0,0.2463768115942029,0.0,0.2463768115942029,0.0,0.2463768115942029,0.0,0.2463768115942029,0.0,0.2463768115942029,0.0,0.2463768115942029,0.0,0.2463768115942029,1.0,1.0,0.2132308331929745,0.4737621566408608,0.25,0.01735284110241579,1,1,0.5,1,1417,,0.0,0.0,0,0.0,0.2463768115942029,1,0.0,0.2463768115942029,2,0.0,0.2463768115942029,2,0.0,0.2463768115942029,4,0.0,0.2463768115942029,6,0.0,0.2463768115942029,8
A,semantic,q017,dev,confusable,1,14.129900024272501,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.25,0.02888966237382527,1,1,1.0,3,1503,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q018,dev,formula,1,14.782199985347688,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.08550983899821109,1,1,1.0,3,1399,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q019,dev,qualifier,1,14.619500027038157,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.031761952524239384,1,1,1.0,3,1468,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q020,dev,qualifier,1,14.048799988813698,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.03806584362139918,1,1,0.5,1,1454,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q021,dev,negation,1,15.106600010767579,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.024649092776446422,1,1,1.0,2,1497,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q022,dev,exact_topic,1,16.792100039310753,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.25,0.05810616929698709,0,1,0.75,2,1373,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q023,dev,negation,1,14.910399913787842,0,0.2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3117316730577895,0.0,0.0,1,1,0.5,2,1388,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q024,dev,qualifier,1,14.788699918426573,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.04155313351498638,1,1,0.75,2,1387,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,9
A,semantic,q025,dev,mixed_language,1,15.713199973106384,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.03380662609871535,1,1,1.0,3,1499,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q026,dev,exact_topic,1,17.519299988634884,0,0.25,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43067655807339306,0.43067655807339306,0.25,0.030547163477677074,1,1,1.0,3,1531,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q027,dev,exact_topic,1,15.796600026078522,0,0.1111111111111111,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3010299956639812,0.0,0.0,1,1,1.0,4,1529,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,2,0.0,0.0,4,0.0,0.0,5,0.0,0.0,8
A,semantic,q028,dev,acronym,1,15.724799945019186,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4591748462498645,0.6128663342500027,0.25,0.0461133069828722,1,1,0.5,1,1413,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q029,dev,negation,1,16.24430005904287,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.05587275693311582,1,1,1.0,3,1285,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,8
A,semantic,q030,dev,exact_topic,1,16.56020001973957,0,0.3333333333333333,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.039581777445855115,1,1,1.0,3,1431,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q031,dev,exact_topic,1,15.91099996585399,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.25,0.04079460801702731,1,1,1.0,3,1458,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q032,dev,confusable,1,15.442300005815923,0,0.1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2890648263178879,0.0,0.0,1,1,0.75,3,1532,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,4,0.0,0.0,5,0.0,0.0,8
A,semantic,q033,dev,symptom_only,1,14.557200018316507,0,0.2,5,0.0,0.34615384615384615,0.0,0.34615384615384615,0.0,0.34615384615384615,0.0,0.34615384615384615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28410554678493377,0.601614739722829,0.25,0.015485203028217482,1,1,0.5,1,1544,,0.0,0.0,0,0.0,0.34615384615384615,1,0.0,0.34615384615384615,1,0.0,0.34615384615384615,2,0.0,0.34615384615384615,3,1.0,1.0,5,1.0,1.0,8
A,semantic,q034,dev,paraphrase,1,14.674899983219802,0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5,2,1578,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,5,0.0,0.0,7
A,semantic,q035,dev,exact_topic,1,15.207700082100928,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.04064494457507558,1,1,1.0,3,1590,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,5,1.0,1.0,7
A,semantic,q036,dev,exact_topic,1,15.525799943134189,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.03894344734168642,1,1,1.0,3,1483,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q037,dev,multi_host,1,15.6949000665918,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.03753443526170799,1,1,1.0,2,1405,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q038,dev,confusable,1,15.04279999062419,0,0.3333333333333333,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.04022795843110962,1,1,1.0,3,1573,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,2,1.0,1.0,3,1.0,1.0,5,1.0,1.0,8
A,semantic,q039,dev,acronym,1,14.286100049503148,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.017223198594024606,1,1,1.0,3,1340,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q040,dev,acronym,1,14.452500035986304,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.023688663282571912,1,1,1.0,3,1388,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q041,heldout,no_accent,1,15.468000085093081,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4924177917006543,0.6021859244339252,0.25,0.08498583569405099,0,1,0.25,0,1393,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q042,heldout,multi_fact,1,16.94070000667125,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.07718233906302663,1,1,0.25,0,1520,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,7
A,semantic,q043,heldout,qualifier,1,15.560199972242117,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.05035460992907802,1,1,0.25,0,1397,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q044,heldout,qualifier,1,15.8782999496907,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.11903967989329776,1,1,0.5,1,1414,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q045,heldout,qualifier,1,14.668200048618019,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0786056049213944,1,1,1.0,3,1413,1.0,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q046,heldout,mixed_language,1,14.168899971991777,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.25,0.06017881705639615,1,1,1.0,3,1392,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,9
A,semantic,q047,heldout,paraphrase,1,14.603100018575788,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.25,0.038657171922685654,1,1,1.0,3,1330,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
A,semantic,q048,heldout,exact_topic,1,15.714399982243776,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.25,0.03333333333333333,1,1,1.0,3,1488,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q049,heldout,multi_fact,1,17.19120005145669,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.03789689313758962,1,1,0.75,2,1458,1.0,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q050,heldout,paraphrase,1,15.114399953745306,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.05242070116861436,1,1,1.0,3,1513,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q051,heldout,negation,1,14.42360004875809,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.050345508390918066,1,1,0.75,2,1449,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q052,heldout,paraphrase,1,16.300100018270314,0,0.2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.38685280723454163,0.0,0.0,1,1,1.0,4,1518,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q053,heldout,paraphrase,1,15.509200049564242,0,0.0,,0.0,0.5426621160409556,0.0,0.5426621160409556,0.0,0.5426621160409556,0.0,0.5426621160409556,0.0,0.5426621160409556,0.0,0.5426621160409556,0.0,0.5426621160409556,0.0,0.5426621160409556,0.6528578687482276,0.6528578687482276,0.25,0.05298233922025991,1,1,1.0,3,1500,,0.0,0.0,0,0.0,0.5426621160409556,1,0.0,0.5426621160409556,2,0.0,0.5426621160409556,2,0.0,0.5426621160409556,4,0.0,0.5426621160409556,5,0.0,0.5426621160409556,8
A,semantic,q054,heldout,qualifier,1,15.61449992004782,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4700980012040799,0.5975541494178622,0.25,0.05438529299119112,1,1,0.75,2,1319,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
A,semantic,q055,heldout,paraphrase,1,15.751900034956634,0,0.16666666666666666,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3562071871080222,0.0,0.0,1,1,1.0,4,1496,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,4,0.0,0.0,5,1.0,1.0,8
A,semantic,q056,heldout,paraphrase,1,16.98790001682937,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.040028591851322376,1,1,1.0,2,1426,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,semantic,q057,heldout,paraphrase,1,16.510299989022315,0,0.1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2890648263178879,0.0,0.0,1,1,0.75,3,1411,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4,0.0,0.0,5,0.0,0.0,8
A,semantic,q058,heldout,multi_source,2,17.9764999775216,0,0.25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.2640681225725909,0.48247555939075504,0.25,0.04337431693989071,1,0,0.75,2,1403,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.5,0.5,4,0.5,0.5,5,1.0,1.0,9
A,bm25,q001,dev,exact_topic,1,6.894099991768599,0,0.125,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.31546487678572877,0.0,0.0,1,1,0.75,3,1337,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4,0.0,0.0,5,1.0,1.0,9
A,bm25,q002,dev,symptom_only,1,7.214899989776313,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.043138586956521736,1,1,0.25,0,1457,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q003,dev,qualifier,1,7.912699948064983,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.12305025996533796,1,1,1.0,2,1320,1.0,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
A,bm25,q004,dev,exact_topic,1,7.3105000192299485,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.050287907869481764,1,1,1.0,3,1255,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,5,1.0,1.0,6,1.0,1.0,9
A,bm25,q005,dev,mixed_language,1,7.1755999233573675,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.11543810848400557,1,1,1.0,3,1078,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,5,1.0,1.0,7,1.0,1.0,9
A,bm25,q006,dev,qualifier,1,7.657400099560618,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.09616724738675958,1,1,0.75,2,1358,1.0,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
A,bm25,q007,dev,mixed_language,1,7.322499994188547,0,0.3333333333333333,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.045409674234945706,1,1,1.0,3,1561,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,2,1.0,1.0,3,1.0,1.0,5,1.0,1.0,8
A,bm25,q008,dev,qualifier,1,8.657299913465977,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.09370579915134371,1,1,1.0,3,1435,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q009,dev,exact_topic,1,6.647599977441132,0,0.2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.38685280723454163,0.0,0.0,1,1,1.0,4,1387,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,4,1.0,1.0,5,1.0,1.0,9
A,bm25,q010,dev,mixed_language,1,6.371200084686279,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.056564964004113816,1,1,0.75,2,1400,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
